FIPS,Primary County Coordinates,County,City,Year,Estimate
1986880,"(41.0290323, -93.7851579)",Clarke,Woodburn,July 01 2017,200
1999990,"(41.0290323, -93.7851579)",Clarke,Balance of Clarke County,July 01 2017,3372
1921360,"(43.0825804, -95.1509194)",Clay,Dickens,July 01 2017,173
1926175,"(43.0825804, -95.1509194)",Clay,Everly,July 01 2017,563
1928650,"(43.0825804, -95.1509194)",Clay,Fostoria,July 01 2017,228
1930810,"(43.0825804, -95.1509194)",Clay,Gillett Grove,July 01 2017,48
1932970,"(43.0825804, -95.1509194)",Clay,Greenville,July 01 2017,69
1962625,"(43.0825804, -95.1509194)",Clay,Peterson,July 01 2017,310
1968925,"(43.0825804, -95.1509194)",Clay,Rossie,July 01 2017,68
1969105,"(43.0825804, -95.1509194)",Clay,Royal,July 01 2017,415
1974280,"(43.0825804, -95.1509194)",Clay,Spencer,July 01 2017,11045
1983010,"(43.0825804, -95.1509194)",Clay,Webb,July 01 2017,132
1999990,"(43.0825804, -95.1509194)",Clay,Balance of Clay County,July 01 2017,3119
1913845,"(42.8447493, -91.3414328)",Clayton,Clayton,July 01 2017,41
1924060,"(42.8447493, -91.3414328)",Clayton,Edgewood (pt.),July 01 2017,285
1924690,"(42.8447493, -91.3414328)",Clayton,Elkader,July 01 2017,1226
1924825,"(42.8447493, -91.3414328)",Clayton,Elkport,July 01 2017,38
1926850,"(42.8447493, -91.3414328)",Clayton,Farmersburg,July 01 2017,270
1929685,"(42.8447493, -91.3414328)",Clayton,Garber,July 01 2017,86
1929910,"(42.8447493, -91.3414328)",Clayton,Garnavillo,July 01 2017,723
1933465,"(42.8447493, -91.3414328)",Clayton,Guttenberg,July 01 2017,1828
1947055,"(42.8447493, -91.3414328)",Clayton,Luana,July 01 2017,275
1948000,"(42.8447493, -91.3414328)",Clayton,McGregor,July 01 2017,844
1949620,"(42.8447493, -91.3414328)",Clayton,Marquette,July 01 2017,457
1953310,"(42.8447493, -91.3414328)",Clayton,Monona,July 01 2017,1488
1957135,"(42.8447493, -91.3414328)",Clayton,North Buena Vista,July 01 2017,120
1960015,"(42.8447493, -91.3414328)",Clayton,Osterdock,July 01 2017,57
1964290,"(42.8447493, -91.3414328)",Clayton,Postville (pt.),July 01 2017,264
1970140,"(42.8447493, -91.3414328)",Clayton,St. Olaf,July 01 2017,101
1975855,"(42.8447493, -91.3414328)",Clayton,Strawberry Point,July 01 2017,1233
1981345,"(42.8447493, -91.3414328)",Clayton,Volga,July 01 2017,198
1999990,"(42.8447493, -91.3414328)",Clayton,Balance of Clayton County,July 01 2017,8103
1902080,"(42.8447493, -90.5319724)",Clinton,Andover,July 01 2017,100
1909820,"(41.8980358, -90.5319724)",Clinton,Calamus,July 01 2017,410
1910135,"(41.8980358, -90.5319724)",Clinton,Camanche,July 01 2017,4305
1912855,"(41.8980358, -90.5319724)",Clinton,Charlotte,July 01 2017,370
