FIPS,Primary County Coordinates,County,City,Year,Estimate
1979950,"(41.6855048, -93.5735335)",Polk,Urbandale (pt.),July 01 2012,33052
1983910,"(41.6855048, -93.5735335)",Polk,West Des Moines (pt.),July 01 2012,44616
1986250,"(41.6855048, -93.5735335)",Polk,Windsor Heights,July 01 2012,4966
1999990,"(41.6855048, -93.5735335)",Polk,Balance of Polk County,July 01 2012,27781
1903970,"(41.6855048, -95.5423935)",Pottawattamie,Avoca,July 01 2012,1506
1911170,"(41.3366123, -95.5423935)",Pottawattamie,Carson,July 01 2012,804
1911215,"(41.3366123, -95.5423935)",Pottawattamie,Carter Lake,July 01 2012,3770
1916860,"(41.3366123, -95.5423935)",Pottawattamie,Council Bluffs,July 01 2012,62137
1917175,"(41.3366123, -95.5423935)",Pottawattamie,Crescent,July 01 2012,614
1934005,"(41.3366123, -95.5423935)",Pottawattamie,Hancock,July 01 2012,194
1947865,"(41.3366123, -95.5423935)",Pottawattamie,McClelland,July 01 2012,150
1947955,"(41.3366123, -95.5423935)",Pottawattamie,Macedonia,July 01 2012,244
1952590,"(41.3366123, -95.5423935)",Pottawattamie,Minden,July 01 2012,593
1955560,"(41.3366123, -95.5423935)",Pottawattamie,Neola,July 01 2012,851
1958080,"(41.3366123, -95.5423935)",Pottawattamie,Oakland,July 01 2012,1508
1972300,"(41.3366123, -95.5423935)",Pottawattamie,Shelby (pt.),July 01 2012,23
1978825,"(41.3366123, -95.5423935)",Pottawattamie,Treynor,July 01 2012,922
1979500,"(41.3366123, -95.5423935)",Pottawattamie,Underwood,July 01 2012,935
1982065,"(41.3366123, -95.5423935)",Pottawattamie,Walnut,July 01 2012,780
1999990,"(41.3366123, -95.5423935)",Pottawattamie,Balance of Pottawattamie County,July 01 2012,17875
1904555,"(41.3366123, -92.5314684)",Poweshiek,Barnes City (pt.),July 01 2012,17
1908695,"(41.6864422, -92.5314684)",Poweshiek,Brooklyn,July 01 2012,1464
1919495,"(41.6864422, -92.5314684)",Poweshiek,Deep River,July 01 2012,277
1933105,"(41.6864422, -92.5314684)",Poweshiek,Grinnell,July 01 2012,9097
1933285,"(41.6864422, -92.5314684)",Poweshiek,Guernsey,July 01 2012,62
1934770,"(41.6864422, -92.5314684)",Poweshiek,Hartwick,July 01 2012,85
1948540,"(41.6864422, -92.5314684)",Poweshiek,Malcom,July 01 2012,283
1953490,"(41.6864422, -92.5314684)",Poweshiek,Montezuma,July 01 2012,1441
1971355,"(41.6864422, -92.5314684)",Poweshiek,Searsboro,July 01 2012,146
1980805,"(41.6864422, -92.5314684)",Poweshiek,Victor (pt.),July 01 2012,114
1999990,"(41.6864422, -92.5314684)",Poweshiek,Balance of Poweshiek County,July 01 2012,5724
1905095,"(41.6864422, -94.2439719)",Ringgold,Beaconsfield,July 01 2012,15
1905905,"(40.7352023, -94.2439719)",Ringgold,Benton,July 01 2012,42
1913980,"(40.7352023, -94.2439719)",Ringgold,Clearfield (pt.),July 01 2012,6
1919810,"(40.7352023, -94.2439719)",Ringgold,Delphos,July 01 2012,24
1921270,"(40.7352023, -94.2439719)",Ringgold,Diagonal,July 01 2012,323
1925005,"(40.7352023, -94.2439719)",Ringgold,Ellston,July 01 2012,42
1940350,"(40.7352023, -94.2439719)",Ringgold,Kellerton,July 01 2012,307
1948675,"(40.7352023, -94.2439719)",Ringgold,Maloy,July 01 2012,28
1954480,"(40.7352023, -94.2439719)",Ringgold,Mount Ayr,July 01 2012,1672
1966000,"(40.7352023, -94.2439719)",Ringgold,Redding,July 01 2012,80
1971940,"(40.7352023, -94.2439719)",Ringgold,Shannon City (pt.),July 01 2012,5
1978195,"(40.7352023, -94.2439719)",Ringgold,Tingley,July 01 2012,179
1999990,"(40.7352023, -94.2439719)",Ringgold,Balance of Ringgold County,July 01 2012,2306
1903610,"(40.7352023, -95.1053946)",Sac,Auburn,July 01 2012,316
1923475,"(42.3862604, -95.1053946)",Sac,Early,July 01 2012,546
1942690,"(42.3862604, -95.1053946)",Sac,Lake View,July 01 2012,1130
1947730,"(42.3862604, -95.1053946)",Sac,Lytton (pt.),July 01 2012,266
1955515,"(42.3862604, -95.1053946)",Sac,Nemaha,July 01 2012,84
1958575,"(42.3862604, -95.1053946)",Sac,Odebolt,July 01 2012,989
1969645,"(42.3862604, -95.1053946)",Sac,Sac City,July 01 2012,2176
1971085,"(42.3862604, -95.1053946)",Sac,Schaller,July 01 2012,757
1982020,"(42.3862604, -95.1053946)",Sac,Wall Lake,July 01 2012,811
1999990,"(42.3862604, -95.1053946)",Sac,Balance of Sac County,July 01 2012,3086
1906355,"(42.3862604, -90.6232428)",Scott,Bettendorf,July 01 2012,34097
1907075,"(41.6370978, -90.6232428)",Scott,Blue Grass (pt.),July 01 2012,1532
1909235,"(41.6370978, -90.6232428)",Scott,Buffalo,July 01 2012,1282
1919000,"(41.6370978, -90.6232428)",Scott,Davenport,July 01 2012,101106
1921540,"(41.6370978, -90.6232428)",Scott,Dixon,July 01 2012,247
1921720,"(41.6370978, -90.6232428)",Scott,Donahue,July 01 2012,361
1922980,"(41.6370978, -90.6232428)",Scott,Durant (pt.),July 01 2012,93
1924600,"(41.6370978, -90.6232428)",Scott,Eldridge,July 01 2012,5885
1944085,"(41.6370978, -90.6232428)",Scott,Le Claire,July 01 2012,3855
1946425,"(41.6370978, -90.6232428)",Scott,Long Grove,July 01 2012,816
1947820,"(41.6370978, -90.6232428)",Scott,McCausland,July 01 2012,308
1950655,"(41.6370978, -90.6232428)",Scott,Maysville,July 01 2012,177
1956280,"(41.6370978, -90.6232428)",Scott,New Liberty,July 01 2012,140
1961365,"(41.6370978, -90.6232428)",Scott,Panorama Park,July 01 2012,132
1964740,"(41.6370978, -90.6232428)",Scott,Princeton,July 01 2012,912
1967350,"(41.6370978, -90.6232428)",Scott,Riverdale,July 01 2012,410
1981705,"(41.6370978, -90.6232428)",Scott,Walcott (pt.),July 01 2012,1626
1999990,"(41.6370978, -90.6232428)",Scott,Balance of Scott County,July 01 2012,15287
1919585,"(41.6370978, -95.3102113)",Shelby,Defiance,July 01 2012,279
1923385,"(41.6850926, -95.3102113)",Shelby,Earling,July 01 2012,435
1924780,"(41.6850926, -95.3102113)",Shelby,Elk Horn,July 01 2012,651
1934500,"(41.6850926, -95.3102113)",Shelby,Harlan,July 01 2012,5063
1939000,"(41.6850926, -95.3102113)",Shelby,Irwin,July 01 2012,333
1941520,"(41.6850926, -95.3102113)",Shelby,Kirkman,July 01 2012,63
1961275,"(41.6850926, -95.3102113)",Shelby,Panama,July 01 2012,217
1964200,"(41.6850926, -95.3102113)",Shelby,Portsmouth,July 01 2012,190
1972300,"(41.6850926, -95.3102113)",Shelby,Shelby (pt.),July 01 2012,609
1977430,"(41.6850926, -95.3102113)",Shelby,Tennant,July 01 2012,67
1984540,"(41.6850926, -95.3102113)",Shelby,Westphalia,July 01 2012,125
1999990,"(41.6850926, -95.3102113)",Shelby,Balance of Shelby County,July 01 2012,3988
1901585,"(41.6850926, -96.1778827)",Sioux,Alton,July 01 2012,1244
1907840,"(43.0826174, -96.1778827)",Sioux,Boyden,July 01 2012,708
1912945,"(43.0826174, -96.1778827)",Sioux,Chatsworth,July 01 2012,79
1932475,"(43.0826174, -96.1778827)",Sioux,Granville,July 01 2012,314
1935265,"(43.0826174, -96.1778827)",Sioux,Hawarden,July 01 2012,2555
1937290,"(43.0826174, -96.1778827)",Sioux,Hospers,July 01 2012,714
1937515,"(43.0826174, -96.1778827)",Sioux,Hull,July 01 2012,2197
1938820,"(43.0826174, -96.1778827)",Sioux,Ireton,July 01 2012,614
1950385,"(43.0826174, -96.1778827)",Sioux,Matlock,July 01 2012,88
1950430,"(43.0826174, -96.1778827)",Sioux,Maurice,July 01 2012,277
1959475,"(43.0826174, -96.1778827)",Sioux,Orange City,July 01 2012,6153
1968205,"(43.0826174, -96.1778827)",Sioux,Rock Valley,July 01 2012,3488
1972390,"(43.0826174, -96.1778827)",Sioux,Sheldon (pt.),July 01 2012,172
1973290,"(43.0826174, -96.1778827)",Sioux,Sioux Center,July 01 2012,7211
1999990,"(43.0826174, -96.1778827)",Sioux,Balance of Sioux County,July 01 2012,8455
1901855,"(43.0826174, -93.4650448)",Story,Ames,July 01 2012,61230
1910225,"(42.0362415, -93.4650448)",Story,Cambridge,July 01 2012,825
1915195,"(42.0362415, -93.4650448)",Story,Collins,July 01 2012,490
1915240,"(42.0362415, -93.4650448)",Story,Colo,July 01 2012,872
1930630,"(42.0362415, -93.4650448)",Story,Gilbert,July 01 2012,1071
1937920,"(42.0362415, -93.4650448)",Story,Huxley,July 01 2012,3345
1940395,"(42.0362415, -93.4650448)",Story,Kelley,July 01 2012,307
1947775,"(42.0362415, -93.4650448)",Story,McCallsburg,July 01 2012,329
1950520,"(42.0362415, -93.4650448)",Story,Maxwell,July 01 2012,920
1955695,"(42.0362415, -93.4650448)",Story,Nevada,July 01 2012,6780
1968475,"(42.0362415, -93.4650448)",Story,Roland,July 01 2012,1285
1972345,"(42.0362415, -93.4650448)",Story,Sheldahl (pt.),July 01 2012,155
1973515,"(42.0362415, -93.4650448)",Story,Slater,July 01 2012,1493
1975675,"(42.0362415, -93.4650448)",Story,Story City,July 01 2012,3413
1987555,"(42.0362415, -93.4650448)",Story,Zearing,July 01 2012,539
1999990,"(42.0362415, -93.4650448)",Story,Balance of Story County,July 01 2012,8676
1912990,"(42.0362415, -92.5325425)",Tama,Chelsea,July 01 2012,261
1914655,"(42.0798117, -92.5325425)",Tama,Clutier,July 01 2012,210
1923160,"(42.0798117, -92.5325425)",Tama,Dysart,July 01 2012,1368
1924375,"(42.0798117, -92.5325425)",Tama,Elberon,July 01 2012,193
1930045,"(42.0798117, -92.5325425)",Tama,Garwin,July 01 2012,518
1931035,"(42.0798117, -92.5325425)",Tama,Gladbrook,July 01 2012,925
1944220,"(42.0798117, -92.5325425)",Tama,Le Grand (pt.),July 01 2012,0
1945255,"(42.0798117, -92.5325425)",Tama,Lincoln,July 01 2012,156
1953670,"(42.0798117, -92.5325425)",Tama,Montour,July 01 2012,245
1977115,"(42.0798117, -92.5325425)",Tama,Tama,July 01 2012,2835
1978510,"(42.0798117, -92.5325425)",Tama,Toledo,July 01 2012,2279
1978735,"(42.0798117, -92.5325425)",Tama,Traer,July 01 2012,1675
1981120,"(42.0798117, -92.5325425)",Tama,Vining,July 01 2012,49
1999990,"(42.0798117, -92.5325425)",Tama,Balance of Tama County,July 01 2012,6787
1905365,"(42.0798117, -94.6964148)",Taylor,Bedford,July 01 2012,1430
1906985,"(40.7374324, -94.6964148)",Taylor,Blockton,July 01 2012,191
1913980,"(40.7374324, -94.6964148)",Taylor,Clearfield (pt.),July 01 2012,358
1915960,"(40.7374324, -94.6964148)",Taylor,Conway,July 01 2012,41
1932520,"(40.7374324, -94.6964148)",Taylor,Gravity,July 01 2012,187
1944490,"(40.7374324, -94.6964148)",Taylor,Lenox (pt.),July 01 2012,1373
1956370,"(40.7374324, -94.6964148)",Taylor,New Market,July 01 2012,414
1972075,"(40.7374324, -94.6964148)",Taylor,Sharpsburg,July 01 2012,89
1999990,"(40.7374324, -94.6964148)",Taylor,Balance of Taylor County,July 01 2012,2179
1900595,"(40.7374324, -94.2423792)",Union,Afton,July 01 2012,847
1902800,"(41.0277304, -94.2423792)",Union,Arispe,July 01 2012,100
1917265,"(41.0277304, -94.2423792)",Union,Creston,July 01 2012,7862
1917490,"(41.0277304, -94.2423792)",Union,Cromwell,July 01 2012,108
1946515,"(41.0277304, -94.2423792)",Union,Lorimor,July 01 2012,362
1971940,"(41.0277304, -94.2423792)",Union,Shannon City (pt.),July 01 2012,66
1977565,"(41.0277304, -94.2423792)",Union,Thayer,July 01 2012,59
1999990,"(41.0277304, -94.2423792)",Union,Balance of Union County,July 01 2012,3176
1906625,"(41.0277304, -91.9499871)",Van Buren,Birmingham,July 01 2012,442
1907345,"(40.7532294, -91.9499871)",Van Buren,Bonaparte,July 01 2012,426
1910450,"(40.7532294, -91.9499871)",Van Buren,Cantril,July 01 2012,219
1926895,"(40.7532294, -91.9499871)",Van Buren,Farmington,July 01 2012,656
1940935,"(40.7532294, -91.9499871)",Van Buren,Keosauqua,July 01 2012,987
1952500,"(40.7532294, -91.9499871)",Van Buren,Milton,July 01 2012,418
1975405,"(40.7532294, -91.9499871)",Van Buren,Stockport,July 01 2012,292
1999990,"(40.7532294, -91.9499871)",Van Buren,Balance of Van Buren County,July 01 2012,4009
1900640,"(40.7532294, -92.4094499)",Wapello,Agency,July 01 2012,636
1906850,"(41.0305845, -92.4094499)",Wapello,Blakesburg,July 01 2012,293
1913215,"(41.0305845, -92.4094499)",Wapello,Chillicothe,July 01 2012,97
1923970,"(41.0305845, -92.4094499)",Wapello,Eddyville (pt.),July 01 2012,798
1924420,"(41.0305845, -92.4094499)",Wapello,Eldon,July 01 2012,918
1941565,"(41.0305845, -92.4094499)",Wapello,Kirkville,July 01 2012,166
1960465,"(41.0305845, -92.4094499)",Wapello,Ottumwa,July 01 2012,24830
1999990,"(41.0305845, -92.4094499)",Wapello,Balance of Wapello County,July 01 2012,7687
1900235,"(41.0305845, -93.5613594)",Warren,Ackworth,July 01 2012,105
1906490,"(41.3343735, -93.5613594)",Warren,Bevington (pt.),July 01 2012,5
1910765,"(41.3343735, -93.5613594)",Warren,Carlisle (pt.),July 01 2012,3859
1917850,"(41.3343735, -93.5613594)",Warren,Cumming,July 01 2012,378
1921000,"(41.3343735, -93.5613594)",Warren,Des Moines (pt.),July 01 2012,214
1934680,"(41.3343735, -93.5613594)",Warren,Hartford,July 01 2012,771
1938280,"(41.3343735, -93.5613594)",Warren,Indianola,July 01 2012,14961
1942285,"(41.3343735, -93.5613594)",Warren,Lacona,July 01 2012,349
1949890,"(41.3343735, -93.5613594)",Warren,Martensdale,July 01 2012,461
1952455,"(41.3343735, -93.5613594)",Warren,Milo,July 01 2012,765
1956595,"(41.3343735, -93.5613594)",Warren,New Virginia,July 01 2012,489
1957675,"(41.3343735, -93.5613594)",Warren,Norwalk (pt.),July 01 2012,9423
1970095,"(41.3343735, -93.5613594)",Warren,St. Marys,July 01 2012,125
1970590,"(41.3343735, -93.5613594)",Warren,Sandyville,July 01 2012,51
1974685,"(41.3343735, -93.5613594)",Warren,Spring Hill,July 01 2012,63
1983910,"(41.3343735, -93.5613594)",Warren,West Des Moines (pt.),July 01 2012,28
1999990,"(41.3343735, -93.5613594)",Warren,Balance of Warren County,July 01 2012,14836
1900730,"(41.3343735, -91.7178676)",Washington,Ainsworth,July 01 2012,570
1908470,"(41.335591, -91.7178676)",Washington,Brighton,July 01 2012,656
1916140,"(41.335591, -91.7178676)",Washington,Coppock (pt.),July 01 2012,13
1917130,"(41.335591, -91.7178676)",Washington,Crawfordsville,July 01 2012,266
1940170,"(41.335591, -91.7178676)",Washington,Kalona,July 01 2012,2422
1940980,"(41.335591, -91.7178676)",Washington,Keota (pt.),July 01 2012,0
1967440,"(41.335591, -91.7178676)",Washington,Riverside,July 01 2012,1038
1982335,"(41.335591, -91.7178676)",Washington,Washington,July 01 2012,7312
1983280,"(41.335591, -91.7178676)",Washington,Wellman,July 01 2012,1420
1983775,"(41.335591, -91.7178676)",Washington,West Chester,July 01 2012,147
1999990,"(41.335591, -91.7178676)",Washington,Balance of Washington County,July 01 2012,8059
1901270,"(41.335591, -93.3273639)",Wayne,Allerton,July 01 2012,495
1914475,"(40.7394702, -93.3273639)",Wayne,Clio,July 01 2012,79
1916635,"(40.7394702, -93.3273639)",Wayne,Corydon,July 01 2012,1564
1937605,"(40.7394702, -93.3273639)",Wayne,Humeston,July 01 2012,488
1945435,"(40.7394702, -93.3273639)",Wayne,Lineville,July 01 2012,215
1952275,"(40.7394702, -93.3273639)",Wayne,Millerton,July 01 2012,44
1964875,"(40.7394702, -93.3273639)",Wayne,Promise City,July 01 2012,110
1971760,"(40.7394702, -93.3273639)",Wayne,Seymour,July 01 2012,695
1999990,"(40.7394702, -93.3273639)",Wayne,Balance of Wayne County,July 01 2012,2636
1904195,"(40.7394702, -94.1817881)",Webster,Badger,July 01 2012,552
1904645,"(42.4279662, -94.1817881)",Webster,Barnum,July 01 2012,190
1909955,"(42.4279662, -94.1817881)",Webster,Callender,July 01 2012,367
1913485,"(42.4279662, -94.1817881)",Webster,Clare,July 01 2012,143
1919180,"(42.4279662, -94.1817881)",Webster,Dayton,July 01 2012,815
1922755,"(42.4279662, -94.1817881)",Webster,Duncombe,July 01 2012,402
1926940,"(42.4279662, -94.1817881)",Webster,Farnhamville (pt.),July 01 2012,0
1928515,"(42.4279662, -94.1817881)",Webster,Fort Dodge,July 01 2012,24760
1931710,"(42.4279662, -94.1817881)",Webster,Gowrie,July 01 2012,1007
1934410,"(42.4279662, -94.1817881)",Webster,Harcourt,July 01 2012,295
1944265,"(42.4279662, -94.1817881)",Webster,Lehigh,July 01 2012,408
1953895,"(42.4279662, -94.1817881)",Webster,Moorland,July 01 2012,166
1960105,"(42.4279662, -94.1817881)",Webster,Otho,July 01 2012,531
1975810,"(42.4279662, -94.1817881)",Webster,Stratford (pt.),July 01 2012,29
1981075,"(42.4279662, -94.1817881)",Webster,Vincent,July 01 2012,171
1999990,"(42.4279662, -94.1817881)",Webster,Balance of Webster County,July 01 2012,7477
1909280,"(42.4279662, -93.7341955)",Winnebago,Buffalo Center,July 01 2012,889
1928380,"(43.3775678, -93.7341955)",Winnebago,Forest City (pt.),July 01 2012,3691
1942555,"(43.3775678, -93.7341955)",Winnebago,Lake Mills,July 01 2012,2054
1944355,"(43.3775678, -93.7341955)",Winnebago,Leland,July 01 2012,283
1965415,"(43.3775678, -93.7341955)",Winnebago,Rake,July 01 2012,218
1971040,"(43.3775678, -93.7341955)",Winnebago,Scarville,July 01 2012,71
1977745,"(43.3775678, -93.7341955)",Winnebago,Thompson,July 01 2012,489
1999990,"(43.3775678, -93.7341955)",Winnebago,Balance of Winnebago County,July 01 2012,2895
1910045,"(43.3775678, -91.8437074)",Winneshiek,Calmar,July 01 2012,974
1911485,"(43.2906746, -91.8437074)",Winneshiek,Castalia,July 01 2012,172
1919405,"(43.2906746, -91.8437074)",Winneshiek,Decorah,July 01 2012,8097
1928425,"(43.2906746, -91.8437074)",Winneshiek,Fort Atkinson,July 01 2012,344
1939135,"(43.2906746, -91.8437074)",Winneshiek,Jackson Junction,July 01 2012,57
1959970,"(43.2906746, -91.8437074)",Winneshiek,Ossian,July 01 2012,834
1967035,"(43.2906746, -91.8437074)",Winneshiek,Ridgeway,July 01 2012,302
1974370,"(43.2906746, -91.8437074)",Winneshiek,Spillville,July 01 2012,365
1999990,"(43.2906746, -91.8437074)",Winneshiek,Balance of Winneshiek County,July 01 2012,9892
1902350,"(43.2906746, -96.0447673)",Woodbury,Anthon,July 01 2012,568
1908650,"(42.3897169, -96.0447673)",Woodbury,Bronson,July 01 2012,323
1916545,"(42.3897169, -96.0447673)",Woodbury,Correctionville,July 01 2012,816
1917940,"(42.3897169, -96.0447673)",Woodbury,Cushing,July 01 2012,220
1918390,"(42.3897169, -96.0447673)",Woodbury,Danbury,July 01 2012,347
1937200,"(42.3897169, -96.0447673)",Woodbury,Hornick,July 01 2012,225
1943905,"(42.3897169, -96.0447673)",Woodbury,Lawton,July 01 2012,930
1954930,"(42.3897169, -96.0447673)",Woodbury,Moville,July 01 2012,1625
1960240,"(42.3897169, -96.0447673)",Woodbury,Oto,July 01 2012,108
1962760,"(42.3897169, -96.0447673)",Woodbury,Pierson,July 01 2012,364
1970320,"(42.3897169, -96.0447673)",Woodbury,Salix,July 01 2012,380
1971625,"(42.3897169, -96.0447673)",Woodbury,Sergeant Bluff,July 01 2012,4351
1973335,"(42.3897169, -96.0447673)",Woodbury,Sioux City (pt.),July 01 2012,82650
1973605,"(42.3897169, -96.0447673)",Woodbury,Sloan,July 01 2012,975
1973650,"(42.3897169, -96.0447673)",Woodbury,Smithland,July 01 2012,226
1999990,"(42.3897169, -96.0447673)",Woodbury,Balance of Woodbury County,July 01 2012,8182
1927390,"(42.3897169, -93.2608476)",Worth,Fertile,July 01 2012,364
1931890,"(43.3773984, -93.2608476)",Worth,Grafton,July 01 2012,248
1934185,"(43.3773984, -93.2608476)",Worth,Hanlontown,July 01 2012,224
1939855,"(43.3773984, -93.2608476)",Worth,Joice,July 01 2012,220
1940665,"(43.3773984, -93.2608476)",Worth,Kensett,July 01 2012,261
1948900,"(43.3773984, -93.2608476)",Worth,Manly,July 01 2012,1305
1957630,"(43.3773984, -93.2608476)",Worth,Northwood,July 01 2012,1972
1999990,"(43.3773984, -93.2608476)",Worth,Balance of Worth County,July 01 2012,2907
1905680,"(43.3773984, -93.7351465)",Wright,Belmond,July 01 2012,2352
1913620,"(42.7331189, -93.7351465)",Wright,Clarion,July 01 2012,2806
1922305,"(42.7331189, -93.7351465)",Wright,Dows (pt.),July 01 2012,452
1923250,"(42.7331189, -93.7351465)",Wright,Eagle Grove,July 01 2012,3514
1929550,"(42.7331189, -93.7351465)",Wright,Galt,July 01 2012,31
1931530,"(42.7331189, -93.7351465)",Wright,Goldfield,July 01 2012,622
1969015,"(42.7331189, -93.7351465)",Wright,Rowan,July 01 2012,156
1987015,"(42.7331189, -93.7351465)",Wright,Woolstock,July 01 2012,166
1999990,"(42.7331189, -93.7351465)",Wright,Balance of Wright County,July 01 2012,2922
1900370,"(41.3307464, -94.4709413)",Adair,Adair (pt.),July 01 2013,727
1908425,"(41.3307464, -94.4709413)",Adair,Bridgewater,July 01 2013,175
1911395,"(41.3307464, -94.4709413)",Adair,Casey (pt.),July 01 2013,8
1928290,"(41.3307464, -94.4709413)",Adair,Fontanelle,July 01 2013,648
1932790,"(41.3307464, -94.4709413)",Adair,Greenfield,July 01 2013,1908
1959565,"(41.3307464, -94.4709413)",Adair,Orient,July 01 2013,392
1975990,"(41.3307464, -94.4709413)",Adair,Stuart (pt.),July 01 2013,680
1999990,"(41.3307464, -94.4709413)",Adair,Balance of Adair County,July 01 2013,2849
1910585,"(41.0289839, -94.6991849)",Adams,Carbon,July 01 2013,33
1916500,"(41.0289839, -94.6991849)",Adams,Corning,July 01 2013,1569
1944490,"(41.0289839, -94.6991849)",Adams,Lenox (pt.),July 01 2013,0
1956865,"(41.0289839, -94.6991849)",Adams,Nodaway,July 01 2013,110
1964560,"(41.0289839, -94.6991849)",Adams,Prescott,July 01 2013,249
1999990,"(41.0289839, -94.6991849)",Adams,Balance of Adams County,July 01 2013,1931
1934590,"(43.2842838, -91.3780923)",Allamakee,Harpers Ferry,July 01 2013,326
1943275,"(43.2842838, -91.3780923)",Allamakee,Lansing,July 01 2013,982
1955785,"(43.2842838, -91.3780923)",Allamakee,New Albin,July 01 2013,517
1964290,"(43.2842838, -91.3780923)",Allamakee,Postville (pt.),July 01 2013,1891
1982470,"(43.2842838, -91.3780923)",Allamakee,Waterville,July 01 2013,143
1982740,"(43.2842838, -91.3780923)",Allamakee,Waukon,July 01 2013,3814
1999990,"(43.2842838, -91.3780923)",Allamakee,Balance of Allamakee County,July 01 2013,6378
1912315,"(40.7431635, -92.8686104)",Appanoose,Centerville,July 01 2013,5539
1913395,"(40.7431635, -92.8686104)",Appanoose,Cincinnati,July 01 2013,349
1926310,"(40.7431635, -92.8686104)",Appanoose,Exline,July 01 2013,157
1953985,"(40.7431635, -92.8686104)",Appanoose,Moravia (pt.),July 01 2013,651
1954390,"(40.7431635, -92.8686104)",Appanoose,Moulton,July 01 2013,594
1955200,"(40.7431635, -92.8686104)",Appanoose,Mystic,July 01 2013,416
1957945,"(40.7431635, -92.8686104)",Appanoose,Numa,July 01 2013,91
1963345,"(40.7431635, -92.8686104)",Appanoose,Plano,July 01 2013,69
1965730,"(40.7431635, -92.8686104)",Appanoose,Rathbun,July 01 2013,88
1979410,"(40.7431635, -92.8686104)",Appanoose,Udell,July 01 2013,46
1979680,"(40.7431635, -92.8686104)",Appanoose,Unionville,July 01 2013,100
1999990,"(40.7431635, -92.8686104)",Appanoose,Balance of Appanoose County,July 01 2013,4550
1903655,"(41.6845893, -94.9058222)",Audubon,Audubon,July 01 2013,2067
1908200,"(41.6845893, -94.9058222)",Audubon,Brayton,July 01 2013,119
1926265,"(41.6845893, -94.9058222)",Audubon,Exira,July 01 2013,789
1932565,"(41.6845893, -94.9058222)",Audubon,Gray,July 01 2013,61
1941295,"(41.6845893, -94.9058222)",Audubon,Kimballton,July 01 2013,303
1999990,"(41.6845893, -94.9058222)",Audubon,Balance of Audubon County,July 01 2013,2522
1903475,"(42.0801864, -92.0656912)",Benton,Atkins,July 01 2013,1721
1905590,"(42.0801864, -92.0656912)",Benton,Belle Plaine,July 01 2013,2483
1906805,"(42.0801864, -92.0656912)",Benton,Blairstown,July 01 2013,676
1930000,"(42.0801864, -92.0656912)",Benton,Garrison,July 01 2013,365
1941115,"(42.0801864, -92.0656912)",Benton,Keystone,July 01 2013,611
1947505,"(42.0801864, -92.0656912)",Benton,Luzerne,July 01 2013,94
1954435,"(42.0801864, -92.0656912)",Benton,Mount Auburn,July 01 2013,147
1956055,"(42.0801864, -92.0656912)",Benton,Newhall,July 01 2013,856
1957720,"(42.0801864, -92.0656912)",Benton,Norway,July 01 2013,534
1972480,"(42.0801864, -92.0656912)",Benton,Shellsburg,July 01 2013,964
1979905,"(42.0801864, -92.0656912)",Benton,Urbana,July 01 2013,1442
1980400,"(42.0801864, -92.0656912)",Benton,Van Horne,July 01 2013,670
1981210,"(42.0801864, -92.0656912)",Benton,Vinton,July 01 2013,5176
1981840,"(42.0801864, -92.0656912)",Benton,Walford (pt.),July 01 2013,1061
1999990,"(42.0801864, -92.0656912)",Benton,Balance of Benton County,July 01 2013,8906
1911755,"(42.4700957, -92.3088197)",Black Hawk,Cedar Falls,July 01 2013,40609
1922845,"(42.4700957, -92.3088197)",Black Hawk,Dunkerton,July 01 2013,849
1924870,"(42.4700957, -92.3088197)",Black Hawk,Elk Run Heights,July 01 2013,1133
1925995,"(42.4700957, -92.3088197)",Black Hawk,Evansdale,July 01 2013,4777
1930675,"(42.4700957, -92.3088197)",Black Hawk,Gilbertville,July 01 2013,745
1943005,"(42.4707777, -91.8378392)",Buchanan,Lamont,July 01 2013,458
1937470,"(42.4700957, -92.3088197)",Black Hawk,Hudson,July 01 2013,2334
1939405,"(42.4700957, -92.3088197)",Black Hawk,Janesville (pt.),July 01 2013,129
1939585,"(42.4700957, -92.3088197)",Black Hawk,Jesup (pt.),July 01 2013,124
1943365,"(42.4700957, -92.3088197)",Black Hawk,La Porte City,July 01 2013,2297
1965820,"(42.4700957, -92.3088197)",Black Hawk,Raymond,July 01 2013,798
1982425,"(42.4700957, -92.3088197)",Black Hawk,Waterloo,July 01 2013,68525
1999990,"(42.4700957, -92.3088197)",Black Hawk,Balance of Black Hawk County,July 01 2013,10461
1905185,"(42.0365493, -93.931671)",Boone,Beaver,July 01 2013,50
1906040,"(42.0365493, -93.931671)",Boone,Berkley,July 01 2013,32
1907480,"(42.0365493, -93.931671)",Boone,Boone,July 01 2013,12573
1907750,"(42.0365493, -93.931671)",Boone,Boxholm,July 01 2013,192
1928920,"(42.0365493, -93.931671)",Boone,Fraser,July 01 2013,103
1947280,"(42.0365493, -93.931671)",Boone,Luther,July 01 2013,121
1948450,"(42.0365493, -93.931671)",Boone,Madrid,July 01 2013,2558
1958665,"(42.0365493, -93.931671)",Boone,Ogden,July 01 2013,2028
1962850,"(42.0365493, -93.931671)",Boone,Pilot Mound,July 01 2013,170
1972345,"(42.0365493, -93.931671)",Boone,Sheldahl (pt.),July 01 2013,29
1986970,"(42.0365493, -93.931671)",Boone,Woodward (pt.),July 01 2013,450
1999990,"(42.0365493, -93.931671)",Boone,Balance of Boone County,July 01 2013,7977
